commit_hash,date,author,file_path,lines_added,lines_deleted,churn,is_bug_fix,commit_message
d1423b3,2014-10-27T11:33:45+01:00,Petr Zemek,flask/app.py,1,1,2,0,"Unify the uses of ""file system"" vs ""fileystem"".

Use ""filesystem"", which is more prevailing in the s"
ebab671,2014-10-27T11:31:01+01:00,Petr Zemek,flask/ctx.py,1,1,2,0,"Unify the uses of ""testsuite"" vs ""test suite"".

Use ""test suite"", which is more prevailing in the so"
ec3d580,2014-10-27T11:24:15+01:00,Petr Zemek,flask/app.py,1,1,2,0,"Put two spaces before inline comments when there is only one space.

PEP8 (E261) suggests to use at "
ec3d580,2014-10-27T11:24:15+01:00,Petr Zemek,flask/helpers.py,1,1,2,0,"Put two spaces before inline comments when there is only one space.

PEP8 (E261) suggests to use at "
ec3d580,2014-10-27T11:24:15+01:00,Petr Zemek,tests/test_templating.py,2,2,4,0,"Put two spaces before inline comments when there is only one space.

PEP8 (E261) suggests to use at "
4840fc0,2014-10-27T11:17:49+01:00,Petr Zemek,tests/test_appctx.py,2,2,4,0,"Change `== None` to `is None`.

PEP8 (E711) suggests that comparison to None should be `cond is None"
e41bf1e,2014-10-27T11:13:03+01:00,Petr Zemek,tests/conftest.py,0,1,1,0,"Remove two redundant empty lines.

PEP8 suggests to use two empty lines to separate functions, not t"
e41bf1e,2014-10-27T11:13:03+01:00,Petr Zemek,tests/test_signals.py,0,1,1,0,"Remove two redundant empty lines.

PEP8 suggests to use two empty lines to separate functions, not t"
47d7f20,2014-10-27T11:03:07+01:00,Petr Zemek,flask/cli.py,2,2,4,1,Fix two typos in the description of FlaskGroup.
f88765d,2014-10-26T18:28:12+03:00,defuz,flask/app.py,5,3,8,1,set TEMPLATE_AUTO_RELOAD default value to None
f88765d,2014-10-26T18:28:12+03:00,defuz,tests/test_templating.py,27,3,30,1,set TEMPLATE_AUTO_RELOAD default value to None
5e8d503,2014-10-24T13:11:10+04:00,defuz,tests/test_config.py,8,0,8,0,add tests for trim_namespace argument of app.config.get_namespace
bbd9c2f,2014-10-24T13:11:10+04:00,Bryan Stitt,flask/config.py,2,0,2,0,Update config.py
56a7e83,2014-10-24T13:11:10+04:00,Bryan Stitt,flask/config.py,5,2,7,0,"Update config.py

I want to load all of my `CELERY_` options from the config and leave `CELERY_` on "
bd232e5,2014-10-21T19:11:54+02:00,Markus Unterwaditzer,tests/test_basic.py,2,0,2,0,PEP8
d425279,2014-10-21T19:11:06+02:00,Gilman Callsen,flask/json.py,8,1,9,0,Improve compression by removing whitespace from separators when using jsonify() and JSONIFY_PRETTYPR
d425279,2014-10-21T19:11:06+02:00,Gilman Callsen,tests/test_basic.py,28,0,28,0,Improve compression by removing whitespace from separators when using jsonify() and JSONIFY_PRETTYPR
986b922,2014-10-20T21:21:30+02:00,Matt Wright,flask/app.py,4,0,4,0,Add CHANGES entry and versionchanged entry to docstring
44c025f,2014-10-20T21:21:30+02:00,Matt Wright,flask/app.py,14,0,14,0,Add a little documentation regarding kwargs in the `app.test_client()` method
fed6fd3,2014-10-20T21:21:30+02:00,Matt Wright,flask/app.py,2,2,4,0,Pass keyword args from `test_client` method to client class constructor
7092890,2014-10-18T13:14:04+05:30,Augustus D'Souza,flask/wrappers.py,2,2,4,0,"Corrected api docs

http://flask.pocoo.org/docs/0.10/api/#flask.Request.get_json"
4d4a639,2014-10-15T03:32:04+09:00,INADA Naoki,tests/test_deprecations.py,40,0,40,0,Add test for deprecated flask.Request properties.
61097c4,2014-10-15T02:21:52+09:00,INADA Naoki,flask/wrappers.py,3,1,4,0,Deprecate request.json property
93c190a,2014-10-07T07:34:19+01:00,Davide Ceretti,tests/test_signals.py,21,0,21,0,Add unittest for appcontext_tearing_down signal
c6795eb,2014-09-21T16:47:38+02:00,Markus Unterwaditzer,tests/test_appctx.py,1,3,4,0,Remove useless unittest imports
c6795eb,2014-09-21T16:47:38+02:00,Markus Unterwaditzer,tests/test_blueprints.py,1,2,3,0,Remove useless unittest imports
c6795eb,2014-09-21T16:47:38+02:00,Markus Unterwaditzer,tests/test_reqctx.py,2,3,5,0,Remove useless unittest imports
c6795eb,2014-09-21T16:47:38+02:00,Markus Unterwaditzer,tests/test_subclassing.py,1,2,3,0,Remove useless unittest imports
c6795eb,2014-09-21T16:47:38+02:00,Markus Unterwaditzer,tests/test_templating.py,1,4,5,0,Remove useless unittest imports
c6795eb,2014-09-21T16:47:38+02:00,Markus Unterwaditzer,tests/test_testing.py,1,2,3,0,Remove useless unittest imports
c6795eb,2014-09-21T16:47:38+02:00,Markus Unterwaditzer,tests/test_views.py,1,2,3,0,Remove useless unittest imports
3f67fe9,2014-09-14T17:27:19+02:00,Paulo Bu,tests/test_basic.py,28,0,28,0,Adds 2 tests for Flask.run method
192da32,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/__init__.py,0,62,62,0,Testsuite is not a package
192da32,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/conftest.py,7,0,7,0,Testsuite is not a package
192da32,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/test_helpers.py,19,27,46,0,Testsuite is not a package
192da32,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/test_instance_config.py,9,7,16,0,Testsuite is not a package
56db3dd,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/test_deprecations.py,1,5,6,0,Remove useless imports
4fca38c,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,setup.py,1,38,39,0,remove audit command
be42d56,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/test_config.py,146,253,399,0,Split instance tests off into own file
be42d56,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/test_instance_config.py,132,0,132,0,Split instance tests off into own file
a4931ff,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/test_basic.py,1340,1198,2538,0,Kill class in test_basic
71dae37,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/test_regression.py,43,53,96,0,Kill classes in test_regression
f8a778d,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/test_testing.py,208,222,430,0,Kill classes in test_testing
77d8875,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/conftest.py,12,12,24,1,Rename fixture apps_tmpdir
77d8875,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/test_config.py,24,24,48,1,Rename fixture apps_tmpdir
77d8875,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/test_ext.py,10,10,20,1,Rename fixture apps_tmpdir
77d8875,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/test_helpers.py,2,2,4,1,Rename fixture apps_tmpdir
a00ccdc,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/test_apps/importerror.py,0,2,2,0,Remove more test_apps
a00ccdc,2014-09-11T22:09:52+02:00,Markus Unterwaditzer,tests/test_helpers.py,2,1,3,0,Remove more test_apps
b88a837,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/flask_broken/__init__.py,0,2,2,0,Remove fake extensions from test_apps
b88a837,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/flask_broken/b.py,0,0,0,0,Remove fake extensions from test_apps
b88a837,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/flask_newext_package/__init__.py,0,1,1,0,Remove fake extensions from test_apps
b88a837,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/flask_newext_package/submodule.py,0,2,2,0,Remove fake extensions from test_apps
b88a837,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/flask_newext_simple.py,0,1,1,0,Remove fake extensions from test_apps
b88a837,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/flaskext/__init__.py,0,0,0,0,Remove fake extensions from test_apps
b88a837,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/flaskext/oldext_package/__init__.py,0,1,1,0,Remove fake extensions from test_apps
b88a837,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/flaskext/oldext_package/submodule.py,0,2,2,0,Remove fake extensions from test_apps
b88a837,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/flaskext/oldext_simple.py,0,1,1,0,Remove fake extensions from test_apps
b88a837,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_ext.py,88,38,126,0,Remove fake extensions from test_apps
4ea4ea7,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/__init__.py,0,20,20,0,Remove old helper function
861aa0d,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/conftest.py,2,2,4,0,Init global test_apps explicitly
861aa0d,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_blueprints.py,2,2,4,0,Init global test_apps explicitly
861aa0d,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_ext.py,14,14,28,0,Init global test_apps explicitly
861aa0d,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_templating.py,1,1,2,0,Init global test_apps explicitly
588cfa9,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_regression.py,2,0,2,0,Add note to memleak tests
0333950,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/config_module_app.py,0,4,4,0,Remove obsolete apps
0333950,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/config_package_app/__init__.py,0,4,4,0,Remove obsolete apps
0333950,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/lib/python2.5/site-packages/site_app.py,0,3,3,0,Remove obsolete apps
0333950,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/lib/python2.5/site-packages/site_package/__init__.py,0,3,3,0,Remove obsolete apps
0333950,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/main_app.py,0,4,4,0,Remove obsolete apps
0333950,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_apps/path/installed_package/__init__.py,0,3,3,0,Remove obsolete apps
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/__init__.py,0,21,21,0,Remove flask superclass
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_appctx.py,1,1,2,0,Remove flask superclass
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_basic.py,1,1,2,0,Remove flask superclass
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_blueprints.py,1,1,2,0,Remove flask superclass
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_config.py,1,1,2,0,Remove flask superclass
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_deprecations.py,1,1,2,0,Remove flask superclass
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_ext.py,1,1,2,0,Remove flask superclass
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_helpers.py,1,1,2,0,Remove flask superclass
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_regression.py,1,1,2,0,Remove flask superclass
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_reqctx.py,1,1,2,0,Remove flask superclass
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_signals.py,1,1,2,0,Remove flask superclass
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_subclassing.py,1,1,2,0,Remove flask superclass
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_templating.py,1,1,2,0,Remove flask superclass
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_testing.py,1,1,2,0,Remove flask superclass
af4cb0f,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_views.py,1,1,2,0,Remove flask superclass
af41dbe,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_basic.py,2,2,4,0,Remove useless classes
af41dbe,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_blueprints.py,512,519,1031,0,Remove useless classes
af41dbe,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_config.py,2,2,4,0,Remove useless classes
af41dbe,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_deprecations.py,1,11,12,0,Remove useless classes
af41dbe,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_examples.py,0,38,38,0,Remove useless classes
af41dbe,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_helpers.py,5,16,21,0,Remove useless classes
af41dbe,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_regression.py,2,2,4,0,Remove useless classes
af41dbe,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_reqctx.py,149,160,309,0,Remove useless classes
af41dbe,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_signals.py,130,132,262,0,Remove useless classes
af41dbe,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_testing.py,2,2,4,0,Remove useless classes
d0cf5ef,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/__init__.py,0,19,19,0,WIP
d0cf5ef,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/conftest.py,23,1,24,0,WIP
d0cf5ef,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_appctx.py,92,100,192,0,WIP
d0cf5ef,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_ext.py,110,112,222,0,WIP
d0cf5ef,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_subclassing.py,20,28,48,0,WIP
d0cf5ef,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_templating.py,323,331,654,0,WIP
e77bc2d,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_views.py,142,150,292,0,Remove class from test_views
7e8f105,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_appctx.py,1,1,2,1,Fix assertion error
5da2c00,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/__init__.py,3,31,34,0,Rewrite assertion methods
5da2c00,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_appctx.py,18,15,33,0,Rewrite assertion methods
5da2c00,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_basic.py,257,248,505,0,Rewrite assertion methods
5da2c00,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_blueprints.py,75,75,150,0,Rewrite assertion methods
5da2c00,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_config.py,33,33,66,0,Rewrite assertion methods
5da2c00,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_ext.py,28,25,53,0,Rewrite assertion methods
5da2c00,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_helpers.py,94,100,194,0,Rewrite assertion methods
5da2c00,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_regression.py,5,5,10,0,Rewrite assertion methods
5da2c00,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_reqctx.py,45,50,95,0,Rewrite assertion methods
5da2c00,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_signals.py,16,17,33,0,Rewrite assertion methods
5da2c00,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_subclassing.py,3,3,6,0,Rewrite assertion methods
5da2c00,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_templating.py,63,65,128,0,Rewrite assertion methods
5da2c00,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_testing.py,37,37,74,0,Rewrite assertion methods
5da2c00,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_views.py,17,15,32,0,Rewrite assertion methods
dd6b257,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_signals.py,18,10,28,0,Rework test_signals
b1c0951,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/conftest.py,105,0,105,1,Move fixtures
b1c0951,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_config.py,0,86,86,1,Move fixtures
ba82bac,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_config.py,161,168,329,0,Rework test_config
df711ea,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,tests/test_config.py,8,8,16,1,Some fixes
8d97d71,2014-09-11T22:09:51+02:00,Markus Unterwaditzer,scripts/flaskext_tester.py,0,0,0,0,Metadata change
b93ab41,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,setup.py,1,1,2,0,Remove testsuite package from setup.py
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,examples/blueprintexample/blueprintexample_test.py,0,36,36,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,examples/blueprintexample/test_blueprintexample.py,33,0,33,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,examples/flaskr/flaskr_tests.py,0,76,76,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,examples/flaskr/test_flaskr.py,77,0,77,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,examples/minitwit/minitwit_tests.py,0,150,150,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,examples/minitwit/test_minitwit.py,151,0,151,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/__init__.py,33,136,169,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_appctx.py,4,4,8,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/importerror.py,1,1,2,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_basic.py,20,27,47,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_blueprints.py,11,11,22,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_config.py,8,8,16,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_deprecations.py,3,3,6,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_examples.py,4,4,8,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_ext.py,3,3,6,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_helpers.py,17,17,34,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_regression.py,13,14,27,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_reqctx.py,3,3,6,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_signals.py,3,3,6,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_subclassing.py,3,3,6,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_templating.py,3,3,6,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_testing.py,25,25,50,0,Tests pass now.
8fa5e32,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_views.py,3,3,6,0,Tests pass now.
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/__init__.py,1,1,2,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_appctx.py,2,2,4,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_basic.py,2,2,4,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_blueprints.py,2,2,4,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_config.py,2,2,4,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_deprecations.py,2,2,4,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_examples.py,2,2,4,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_ext.py,2,2,4,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_helpers.py,2,2,4,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_regression.py,2,2,4,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_reqctx.py,2,2,4,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_signals.py,2,2,4,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_subclassing.py,2,2,4,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_templating.py,2,2,4,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_testing.py,2,2,4,0,Made tests recognizable
961db8a,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_views.py,2,2,4,0,Made tests recognizable
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,setup.py,1,2,3,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/__init__.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/appctx.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/basic.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/blueprints.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/config.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/deprecations.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/examples.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/ext.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/helpers.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/regression.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/reqctx.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/signals.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/subclassing.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/templating.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/blueprintapp/__init__.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/blueprintapp/apps/__init__.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/blueprintapp/apps/admin/__init__.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/blueprintapp/apps/frontend/__init__.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/config_module_app.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/config_package_app/__init__.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/flask_broken/__init__.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/flask_broken/b.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/flask_newext_package/__init__.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/flask_newext_package/submodule.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/flask_newext_simple.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/flaskext/__init__.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/flaskext/oldext_package/__init__.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/flaskext/oldext_package/submodule.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/flaskext/oldext_simple.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/importerror.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/lib/python2.5/site-packages/site_app.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/lib/python2.5/site-packages/site_package/__init__.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/main_app.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/path/installed_package/__init__.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/test_apps/subdomaintestmodule/__init__.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/testing.py,0,0,0,0,Move tests
3550b26,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,tests/views.py,0,0,0,0,Move tests
077d06d,2014-09-11T22:09:50+02:00,Markus Unterwaditzer,run-tests.py,0,5,5,0,Remove run-simple.py
013d8ad,2014-09-09T20:12:38-04:00,cgar,scripts/flaskext_test.py,1,1,2,1,minor spelling fixes
0a7cc2b,2014-09-06T02:20:44+02:00,Markus Unterwaditzer,flask/helpers.py,1,1,2,1,Fix typo
c09a431,2014-09-03T20:12:06+02:00,Armin Ronacher,flask/app.py,9,0,9,0,Record blueprint registration order.
c09a431,2014-09-03T20:12:06+02:00,Armin Ronacher,flask/templating.py,2,3,5,0,Record blueprint registration order.
750ab16,2014-09-03T19:28:44+02:00,Armin Ronacher,flask/testsuite/__init__.py,1,0,1,0,assert_ is assert_true
bb0084f,2014-09-03T19:17:43+02:00,Markus Unterwaditzer,flask/testsuite/templating.py,1,1,2,1,"Fix Py3 compat bug

Also don't use unicode string here because the assertions below are
written for "
84f57b6,2014-09-03T18:31:30+02:00,Armin Ronacher,flask/templating.py,1,1,2,1,Fixed a relative import
bafc139,2014-09-03T17:57:51+02:00,Armin Ronacher,flask/app.py,1,0,1,1,Added EXPLAIN_TEMPLATE_LOADING to help people debug templates not being loaded.
bafc139,2014-09-03T17:57:51+02:00,Armin Ronacher,flask/debughelpers.py,69,1,70,1,Added EXPLAIN_TEMPLATE_LOADING to help people debug templates not being loaded.
